tau,delay,p,q,mean_final_epidemic_fraction,std_final_epidemic_fraction
3,0.0,0.4583333333333333,0.5,0.298,0.13198484761517135
3,0.0,0.5,0.0,0.874,0.02073644135332774
3,0.0,0.5,0.020833333333333332,0.8240000000000001,0.10212737145349429
3,0.0,0.5,0.041666666666666664,0.844,0.10114346246792227
3,0.0,0.5,0.0625,0.818,0.09576011695899293
3,0.0,0.5,0.08333333333333333,0.76,0.14124446891825532
3,0.0,0.5,0.10416666666666666,0.7899999999999999,0.15033296378372907
3,0.0,0.5,0.125,0.7619999999999999,0.15722595205626835
3,0.0,0.5,0.14583333333333331,0.7140000000000001,0.20887795479657495
3,0.0,0.5,0.16666666666666666,0.788,0.07726577508832741
3,0.0,0.5,0.1875,0.712,0.06496152707564687
3,0.0,0.5,0.20833333333333331,0.5740000000000001,0.18365728953678914
3,0.0,0.5,0.22916666666666666,0.5700000000000001,0.2458658170628849
3,0.0,0.5,0.25,0.508,0.20203960007879643
3,0.0,0.5,0.2708333333333333,0.514,0.1996997746618659
3,0.0,0.5,0.29166666666666663,0.37,0.12727922061357858
3,0.0,0.5,0.3125,0.374,0.1370401401050072
3,0.0,0.5,0.3333333333333333,0.364,0.18528356645962965
3,0.0,0.5,0.35416666666666663,0.33999999999999997,0.19583156027566137
3,0.0,0.5,0.375,0.302,0.09011104260855049
3,0.0,0.5,0.3958333333333333,0.302,0.09011104260855049
3,0.0,0.5,0.41666666666666663,0.294,0.09316651759081694
3,0.0,0.5,0.4375,0.294,0.09316651759081694
3,0.0,0.5,0.4583333333333333,0.27,0.07141428428542851
3,0.0,0.5,0.47916666666666663,0.282,0.09705668446840743
3,0.0,0.5,0.5,0.27999999999999997,0.09772410142846033
3,0.0,0.5416666666666666,0.0,0.874,0.02073644135332774
3,0.0,0.5416666666666666,0.020833333333333332,0.8099999999999999,0.09460443964212249
3,0.0,0.5416666666666666,0.041666666666666664,0.8640000000000001,0.09762171889492623
3,0.0,0.5416666666666666,0.0625,0.8200000000000001,0.09082951062292477
3,0.0,0.5416666666666666,0.08333333333333333,0.804,0.068044103344816
3,0.0,0.5416666666666666,0.10416666666666666,0.8400000000000001,0.10246950765959602
3,0.0,0.5416666666666666,0.125,0.7779999999999999,0.11945710527214362
3,0.0,0.5416666666666666,0.14583333333333331,0.7100000000000001,0.25347583711273153
3,0.0,0.5416666666666666,0.16666666666666666,0.698,0.20203960007879643
3,0.0,0.5416666666666666,0.1875,0.71,0.10793516572461449
3,0.0,0.5416666666666666,0.20833333333333331,0.6259999999999999,0.13612494260788505
3,0.0,0.5416666666666666,0.22916666666666666,0.5640000000000001,0.23093289068471817
3,0.0,0.5416666666666666,0.25,0.42400000000000004,0.09396807968666808
3,0.0,0.5416666666666666,0.2708333333333333,0.348,0.08258329128825032
3,0.0,0.5416666666666666,0.29166666666666663,0.33999999999999997,0.10559356040971439
3,0.0,0.5416666666666666,0.3125,0.312,0.061400325732034994
3,0.0,0.5416666666666666,0.3333333333333333,0.34199999999999997,0.09011104260855048
3,0.0,0.5416666666666666,0.35416666666666663,0.32399999999999995,0.09813256340277675
3,0.0,0.5416666666666666,0.375,0.264,0.05899152481501049
3,0.0,0.5416666666666666,0.3958333333333333,0.262,0.0593295878967653
3,0.0,0.5416666666666666,0.41666666666666663,0.26,0.05522680508593629
3,0.0,0.5416666666666666,0.4375,0.26,0.05522680508593629
3,0.0,0.5416666666666666,0.4583333333333333,0.26,0.05522680508593629
3,0.0,0.5416666666666666,0.47916666666666663,0.26,0.05522680508593629
3,0.0,0.5416666666666666,0.5,0.26,0.05522680508593629
3,0.0,0.5833333333333333,0.0,0.874,0.02073644135332774
3,0.0,0.5833333333333333,0.020833333333333332,0.8099999999999999,0.09460443964212249
3,0.0,0.5833333333333333,0.041666666666666664,0.85,0.08860022573334675
3,0.0,0.5833333333333333,0.0625,0.8400000000000001,0.10124228365658294
3,0.0,0.5833333333333333,0.08333333333333333,0.842,0.11322543883774527
3,0.0,0.5833333333333333,0.10416666666666666,0.884,0.0753657747256671
3,0.0,0.5833333333333333,0.125,0.836,0.12033287165193057
3,0.0,0.5833333333333333,0.14583333333333331,0.68,0.22427661492005807
3,0.0,0.5833333333333333,0.16666666666666666,0.8160000000000001,0.04393176527297758
3,0.0,0.5833333333333333,0.1875,0.7460000000000001,0.07368853370776215
3,0.0,0.5833333333333333,0.20833333333333331,0.654,0.2136117974270148
3,0.0,0.5833333333333333,0.22916666666666666,0.6479999999999999,0.23466998103720044
3,0.0,0.5833333333333333,0.25,0.5800000000000001,0.1842552577268828
3,0.0,0.5833333333333333,0.2708333333333333,0.462,0.15514509338035795
3,0.0,0.5833333333333333,0.29166666666666663,0.45599999999999996,0.12720062892926276
3,0.0,0.5833333333333333,0.3125,0.31,0.058309518948452994
3,0.0,0.5833333333333333,0.3333333333333333,0.282,0.0791833315793166
3,0.0,0.5833333333333333,0.35416666666666663,0.27399999999999997,0.07987490219086342
3,0.0,0.5833333333333333,0.375,0.264,0.05899152481501049
3,0.0,0.5833333333333333,0.3958333333333333,0.264,0.05899152481501049
3,0.0,0.5833333333333333,0.41666666666666663,0.262,0.054954526656136336
3,0.0,0.5833333333333333,0.4375,0.26,0.05522680508593629
3,0.0,0.5833333333333333,0.4583333333333333,0.26,0.05522680508593629
3,0.0,0.5833333333333333,0.47916666666666663,0.26,0.05522680508593629
3,0.0,0.5833333333333333,0.5,0.26,0.05522680508593629
3,0.0,0.625,0.0,0.874,0.02073644135332774
3,0.0,0.625,0.020833333333333332,0.8099999999999999,0.09460443964212249
3,0.0,0.625,0.041666666666666664,0.85,0.08860022573334675
3,0.0,0.625,0.0625,0.8620000000000001,0.0779102047231298
3,0.0,0.625,0.08333333333333333,0.8959999999999999,0.0991463564635635
3,0.0,0.625,0.10416666666666666,0.898,0.04438468204234433
3,0.0,0.625,0.125,0.844,0.09099450532861861
3,0.0,0.625,0.14583333333333331,0.752,0.23498936146132235
3,0.0,0.625,0.16666666666666666,0.764,0.08354639429682167
